,Conta,Descrição,31/12/2013,31/12/2012,31/12/2011,01/01/2013 a 31/12/2013,01/01/2012 a 31/12/2012,01/01/2011 a 31/12/2011
132,2.05.05.03,Ajustes de Combinação de Negócios,,,,,,
133,2.05.06,Lucros/Prejuízos Acumulados,,,,,,
134,3.01,Receitas da Intermediação Financeira,,,,885.829,674.579,545.104
135,3.01.01,Operações de Crédito,,,,785.7860000000001,595.5930000000001,429.772
136,3.01.02,Resultado de Oper. c/ Titulos e Valores Mobiliários,,,,89.66799999999999,69.62899999999999,107.853
137,3.01.03,Resultado de Aplicações Compulsórias,,,,10.027000000000001,9.274,7.432
138,3.01.04,Resultado de Operações de Câmbio,,,,348.0,83.0,47.0
139,3.02,Despesas da Intermediação Financeira,,,,-333.713,-193.044,-176.37400000000002
140,3.02.01,Despesas de Captação no Mercado,,,,-228.092,-155.428,-154.167
141,3.02.02,Despesas de Empréstimos e Repasses,,,,-1.0,0.0,0.0
142,3.02.03,Provisão para Crédito em Liquidação Duvidosa,,,,-105.62,-37.616,-22.206999999999997
143,3.02.04,Resultado de Operações de Câmbio,,,,,,
144,3.03,Resultado Bruto Intermediação Financeira,,,,552.116,481.535,368.73
145,3.04,Outras Despesas/Receitas Operacionais,,,,-323.517,-271.759,-232.40900000000002
146,3.04.01,Receitas de Prestação de Serviços,,,,55.418,49.49,34.91
147,3.04.02,Despesas de Pessoal,,,,-167.74599999999998,-143.417,-126.26100000000001
148,3.04.03,Outras Despesas Administrativas,,,,-154.566,-125.66799999999999,-105.774
149,3.04.03.01,Despesas de Água e Energia,,,,-3.463,-3.3789999999999996,-3.043
150,3.04.03.02,Despesas de Aluguéis,,,,-4.2780000000000005,-3.185,-2.195
151,3.04.03.03,Despesas de Comunicação,,,,-22.388,-16.273,-14.87
152,3.04.03.04,Despesas de Manutenção e Conservação de Bens,,,,-4.6739999999999995,-5.702999999999999,-4.376
153,3.04.03.05,Despesas de Material,,,,-1.318,-908.0,-890.0
154,3.04.03.06,Despesas de Processamento de Dados,,,,-29.058000000000003,-27.869,-21.23
155,3.04.03.07,Despesas de Promoções e Relações Públicas,,,,-5.931,-3.739,-2.595
156,3.04.03.08,Propaganda e Publicidade,,,,-3.0069999999999997,-1.605,-642.0
157,3.04.03.09,Publicações,,,,-1.318,-2.2640000000000002,-2.3680000000000003
158,3.04.03.10,Despesas de Seguros,,,,-307.0,-336.0,-328.0
159,3.04.03.11,Serviços do Sistema Financeiro,,,,-6.1770000000000005,-6.606,-7.077999999999999
160,3.04.03.12,Despesas de Serviços de Terceiros,,,,-15.168,-6.751,-5.641
161,3.04.03.13,Despesas de Serviços de Vigilância e Segurança,,,,-21.135,-12.183,-8.111
162,3.04.03.14,Despesas de Serviços Técnicos Especializados,,,,-8.657,-4.548,-1.6380000000000001
163,3.04.03.15,Despesas de Transporte,,,,-11.436,-17.186,-19.67
164,3.04.03.16,Viagem no País,,,,-1.135,-837.0,-635.0
165,3.04.03.17,Multas Aplicadas pelo Banco Central,,,,-2.0,-13.0,-3.0
166,3.04.03.18,Outras Despesas Administrativas,,,,-3.378,-3.536,-3.082
167,3.04.03.19,Despesas de Depreciação e Amortização,,,,-11.649000000000001,-8.662,-7.266
168,3.04.03.20,Despesas de Contribuições Filantrópicas,,,,-87.0,-85.0,-113.0
169,3.04.04,Despesas Tributárias,,,,-36.979,-29.365,-22.098000000000003
170,3.04.04.01,Desp. de Impostos s/ Serviços de Qualquer Natureza,,,,-2.611,-2.423,-1.7209999999999999
171,3.04.04.02,Despesas de Contribuições COFINS,,,,-29.070999999999998,-22.724,-17.104
172,3.04.04.03,Despesas de Contribuições PIS/PASEP,,,,-4.725,-3.693,-2.78
173,3.04.04.04,Outros,,,,,,
174,3.04.04.05,Despesas Tributárias,,,,-572.0,-525.0,-493.0
175,3.04.05,Outras Receitas Operacionais,,,,9.583,6.797999999999999,8.183
176,3.04.05.01,Recuperação de Encargos e Despesas,,,,54.0,70.0,174.0
177,3.04.05.02,Rendas de Tarifas Bancárias,,,,,,
178,3.04.05.03,Outras Rendas Operacionais,,,,5.577000000000001,4.055,3.779
179,3.04.05.04,Outras,,,,3.952,2.673,4.23
180,3.04.06,Outras Despesas Operacionais,,,,-29.226999999999997,-29.596999999999998,-21.369
181,3.04.06.01,Desp. de Contrib. ao SFH,,,,,,
182,3.04.06.02,Descontos Concedidos,,,,-46.0,-49.0,-95.0
183,3.04.06.03,Juros sobre o Capital Próprio,,,,-20.994,-21.456,-15.847000000000001
184,3.04.06.04,Desp. de Atualização de Impostos e Contribuições,,,,-778.0,-301.0,-320.0
185,3.04.06.05,Outras Despesas Operacionais,,,,-7.409,-7.791,-5.107
186,3.04.07,Resultado da Equivalência Patrimonial,,,,,,
187,3.05,Resultado Operacional,,,,228.59900000000002,209.77599999999998,136.321
188,3.06,Resultado Não Operacional,,,,16.188,-995.0,1.712
189,3.06.01,Receitas,,,,19.129,1.587,4.013999999999999
190,3.06.01.01,Receitas Não Operacionais,,,,0.0,1.587,4.013999999999999
191,3.06.02,Despesas,,,,-2.9410000000000003,-2.582,-2.302
192,3.06.02.01,Despesas Não Operacionais,,,,-2.9410000000000003,-2.582,-2.302
193,3.07,Resultado Antes Tributação/Participações,,,,244.787,208.78099999999998,138.033
194,3.08,Provisão para IR e Contribuição Social,,,,-111.74700000000001,-89.984,-17.128
195,3.08.01,Provisão para Imposto de Renda,,,,-79.529,-56.961000000000006,-30.503
196,3.08.02,Provisão para Contribuição Social,,,,-48.358999999999995,-32.248000000000005,-18.494
197,3.08.03,Ativo Diferido,,,,16.141,-775.0,31.869
198,3.09,IR Diferido,,,,,,
199,3.10,Participações/Contribuições Estatutárias,,,,-13.169,-11.231,-11.884
200,3.10.01,Participações,,,,-13.169,-11.231,-11.884
201,3.10.02,Contribuições,,,,,,
202,3.11,Reversão dos Juros sobre Capital Próprio,,,,20.994,21.456,15.847000000000001
203,3.13,Lucro/Prejuízo do Período,,,,140.865,129.02200000000002,124.868
204,3.99,Lucro por Ação - (R$ / Ação),,,,1480000.0,1355038.0,1311412.0
