,Conta,Descrição,31/12/2015,31/12/2014,31/12/2013,01/01/2015 a 31/12/2015,01/01/2014 a 31/12/2014,01/01/2013 a 31/12/2013
131,2.02.09.02,Fundos Financeiros e de Desenvolvimento,7.882.272,4.658.540,3.983.648,,,
132,2.02.09.03,Instrumentos Hibrídos de Capital e Dívida,1.408.609,1.272.892,1.194.110,,,
133,2.02.09.04,Dívidas Subordinadas Elegíveis a Capital,1.792.282,1.605.289,1.455.982,,,
134,2.02.09.05,Diversas,2.740.157,2.119.106,1.963.383,,,
135,2.03,Resultados de Exercícios Futuros,,,,,,
136,2.05,Patrimônio Líquido,2.843.186,3.367.809,3.039.830,,,
137,2.05.01,Capital Social Realizado,2.844.000,2.844.000,2.437.000,,,
138,2.05.02,Reservas de Capital,,,,,,
139,2.05.03,Reservas de Reavaliação,16.621,19.394,20.610,,,
140,2.05.03.01,Ativos Próprios,16.621,19.394,20.610,,,
141,2.05.03.02,Controladas/Coligadas e Equiparadas,,,,,,
142,2.05.04,Reservas de Lucro,598.429,687.911,590.649,,,
143,2.05.04.01,Legal,200.726,185.439,148.072,,,
144,2.05.04.02,Estatutária,397.703,462.009,427.203,,,
145,2.05.04.03,Para Contingências,,,,,,
146,2.05.04.04,De Lucros a Realizar,,,,,,
147,2.05.04.05,Retenção de Lucros,,,,,,
148,2.05.04.06,Especial p/ Dividendos Não Distribuídos,,,,,,
149,2.05.04.07,Outras Reservas de Lucro,0,40.463,15.374,,,
150,2.05.05,Ajustes de Avaliação Patrimonial,-615.864,-183.496,-8.429,,,
151,2.05.05.01,Ajustes de Títulos e Valores Mobiliários,-615.864,-183.496,-8.429,,,
152,2.05.05.02,Ajustes Acumulados de Conversão,,,,,,
153,2.05.05.03,Ajustes de Combinação de Negócios,,,,,,
154,2.05.06,Lucros/Prejuízos Acumulados,,,,,,
155,3.01,Receitas da Intermediação Financeira,,,,6.493.215,4.361.334,3.710.087
156,3.01.01,Operações de Crédito,,,,2.452.476,1.818.600,1.852.087
157,3.01.02,Resultado de Operações com Títulos e Valores Mobiliários,,,,2.973.635,2.243.276,1.571.906
158,3.01.03,Resultado com Instrumentos Financeiros Derivativos,,,,665.042,103.453,108.779
159,3.01.04,Resultado de Operações de Câmbio,,,,400.019,157.542,149.888
160,3.01.05,Resultado das Aplicações Compulsórias,,,,2.043,36.208,19.976
161,3.01.06,Operações de Venda ou de Transferência de Ativos Financeiros,,,,0,2.255,7.451
162,3.02,Despesas da Intermediação Financeira,,,,-5.389.168,-3.101.137,-2.709.910
163,3.02.01,Operações de Captação no Mercado,,,,-2.171.324,-1.355.189,-1.059.657
164,3.02.02,Operações de Empréstimos e Repasses,,,,-2.215.124,-1.320.360,-949.663
165,3.02.03,Operações de Venda ou de Transferencia de Ativos Financeiros,,,,,,
166,3.02.04,Provisão para Créditos de Liquidação Duvidosa,,,,-1.002.720,-425.588,-700.590
167,3.03,Resultado Bruto Intermediação Financeira,,,,1.104.047,1.260.197,1.000.177
168,3.04,Outras Despesas/Receitas Operacionais,,,,-866.055,-128.399,-448.959
169,3.04.01,Receitas de Prestação de Serviços,,,,2.076.273,1.882.241,1.635.277
170,3.04.02,Despesas de Pessoal,,,,-1.565.754,-1.518.699,-1.274.551
171,3.04.03,Outras Despesas Administrativas,,,,-995.362,-901.328,-825.507
172,3.04.04,Despesas Tributárias,,,,-267.365,-236.659,-218.792
173,3.04.05,Outras Receitas Operacionais,,,,1.601.787,1.645.335,1.377.743
174,3.04.06,Outras Despesas Operacionais,,,,-1.715.634,-999.289,-1.143.129
175,3.04.07,Resultado da Equivalência Patrimonial,,,,,,
176,3.05,Resultado Operacional,,,,237.992,1.131.798,551.218
177,3.06,Resultado Não Operacional,,,,1.369,5.650,5.066
178,3.06.01,Receitas,,,,7.421,7.784,7.850
179,3.06.02,Despesas,,,,-6.052,-2.134,-2.784
180,3.07,Resultado Antes Tributação/Participações,,,,239.361,1.137.448,556.284
181,3.08,Provisão para IR e Contribuição Social,,,,-405.311,-186.179,-230.456
182,3.09,IR Diferido,,,,524.507,-113.247,63.986
183,3.10,Participações/Contribuições Estatutárias,,,,-52.834,-90.672,-29.457
184,3.10.01,Participações,,,,-52.834,-90.672,-29.457
185,3.10.02,Contribuições,,,,,,
186,3.11,Reversão dos Juros sobre Capital Próprio,,,,,,
187,3.13,Lucro/Prejuízo do Período,,,,305.723,747.350,360.357
188,3.99,Lucro por Ação - (R$ / Ação),,,,353960,865280,414190
