,Conta,Descrição,31/12/2015,31/12/2014,31/12/2013,01/01/2015 a 31/12/2015,01/01/2014 a 31/12/2014,01/01/2013 a 31/12/2013
144,2.02.09.03,Passivos Atuariais,509.756,442.988,373.450,,,
145,2.02.09.04,Diversas,1.334.850,1.277.276,1.208.234,,,
146,2.02.09.05,Instrumentos de Dívida Elegíveis a Capital,999.999,1.003.019,0,,,
147,2.03,Resultados de Exercícios Futuros,,,,,,
148,2.05,Patrimônio Líquido,1.924.158,1.711.592,1.624.994,,,
149,2.05.01,Capital Social Realizado,1.623.252,1.623.252,1.219.669,,,
150,2.05.01.01,Capital,1.623.252,1.623.252,1.219.669,,,
151,2.05.01.02,Instrumento Elegível ao Capital Principal,,,,,,
152,2.05.02,Reservas de Capital,2.253,2.253,2.253,,,
153,2.05.03,Reservas de Reavaliação,24.348,25.230,26.174,,,
154,2.05.03.01,Ativos Próprios,24.348,25.230,26.174,,,
155,2.05.03.02,Controladas/Coligadas e Equiparadas,,,,,,
156,2.05.04,Reservas de Lucro,764.243,609.354,899.872,,,
157,2.05.04.01,Legal,114.472,102.024,92.708,,,
158,2.05.04.02,Estatutária,649.771,507.330,807.164,,,
159,2.05.04.03,Para Contingências,,,,,,
160,2.05.04.04,De Lucros a Realizar,,,,,,
161,2.05.04.05,Retenção de Lucros,,,,,,
162,2.05.04.06,Especial p/ Dividendos Não Distribuídos,,,,,,
163,2.05.04.07,Outras Reservas de Lucro,,,,,,
164,2.05.05,Ajustes de Avaliação Patrimonial,-489.938,-548.497,-522.974,,,
165,2.05.05.01,Ajustes de Títulos e Valores Mobiliários,,,,,,
166,2.05.05.02,Ajustes Acumulados de Conversão,,,,,,
167,2.05.05.03,Ajustes de Combinação de Negócios,,,,,,
168,2.05.06,Lucros/Prejuízos Acumulados,,,,,,
169,3.01,Receitas da Intermediação Financeira,,,,1.451.082,1.107.076,892.815
170,3.01.01,Operações de Crédito,,,,560.522,368.669,291.687
171,3.01.02,Res.Oper.Títulos e Valores Mobiliários,,,,880.607,728.729,598.663
172,3.01.03,Resultado com Instrumentos Financeiros Derivativos,,,,-4.327,50,0.0
173,3.01.04,Resultado de Operações de Câmbio,,,,14.280,8.947,2.282
174,3.01.05,Resultado de Aplicações Compulsórias,,,,0,681,183.0
175,3.02,Despesas da Intermediação Financeira,,,,-896.218,-686.844,-572.028
176,3.02.01,Operações de Captação no Mercado,,,,-301.046,-253.967,-169.19400000000002
177,3.02.02,Operações de Empréstimos e Repasses,,,,-441.455,-378.224,-325.188
178,3.02.03,Provisão para Operações de Crédito e Outros Créditos,,,,-153.717,-54.653,-77.646
179,3.03,Resultado Bruto Intermediação Financeira,,,,554.864,420.232,320.78700000000003
180,3.04,Outras Despesas/Receitas Operacionais,,,,-111.222,-132.393,-153.053
181,3.04.01,Receitas de Prestação de Serviços,,,,773.716,573.278,515.5980000000001
182,3.04.02,Despesas de Pessoal,,,,-568.772,-455.985,-421.58
183,3.04.03,Outras Despesas Administrativas,,,,-272.036,-250.743,-253.513
184,3.04.04,Despesas Tributárias,,,,-103.860,-78.044,-67.547
185,3.04.05,Outras Receitas Operacionais,,,,658.167,576.496,660.633
186,3.04.06,Outras Despesas Operacionais,,,,-598.437,-497.395,-586.644
187,3.04.07,Resultado da Equivalência Patrimonial,,,,,,
188,3.05,Resultado Operacional,,,,443.642,287.839,167.734
189,3.06,Resultado Não Operacional,,,,4.323,7.493,3.4610000000000003
190,3.06.01,Receitas,,,,4.509,8.362,4.157
191,3.06.02,Despesas,,,,-186,-869,-696.0
192,3.07,Resultado Antes Tributação/Participações,,,,447.965,295.332,171.195
193,3.08,Provisão para IR e Contribuição Social,,,,-272.482,-177.750,-106.014
194,3.09,IR Diferido,,,,97.205,83.460,132.903
195,3.10,Participações/Contribuições Estatutárias,,,,-23.720,-17.742,-15.585999999999999
196,3.10.01,Participações,,,,-23.720,-17.742,-15.585999999999999
197,3.10.01.01,Participações Estatutárias no Lucro,,,,-23.720,-17.742,-15.585999999999999
198,3.10.02,Contribuições,,,,,,
199,3.11,Reversão dos Juros sobre Capital Próprio,,,,,,
200,3.13,Lucro/Prejuízo do Período,,,,248.968,183.300,182.498
201,3.99,Lucro por Ação - (R$ / Ação),,,,008398,006183,6156.0
